Firm,original_leaf,canonical_leaf,row_view,row_source,row_date,join_type,candidate_generation_rule,token_overlap,relationship_verdict,mapping_action,review_required,mapping_reason
Guardian Capital,IT/Tech/Telecomms (inc. AI),AI,O,Economic Outlook Spring 2026,14/05/2026,near_leaf,short_label_containment,0.2000,same_claim,merged,true,"Both are one bullish AI thesis — rising AI adoption plus ""semiconductors, which are integral to the hardware that drives AI capabilities"" surging — with the same positive view."
HSBC,IT/Tech/Telecomms (inc. AI),,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"A positive tech-sector earnings call — ""technology, materials and industrials are carrying the bulk of upgrades"" — separate from the AI valuation stance."
HSBC,AI,,N,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,short_label_containment,0.2000,distinct,kept,false,"A deliberately neutral AI-equity call on valuation ambiguity — ""neither an 'all-in' nor an 'all-out' stance on AI linked equities"" — a different position from the tech-sector view."
HSBC,Global IG Credit,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A separate table entry — ""Global investment grade — View: neutral/positive bias"" — a distinct geographic IG sleeve."
HSBC,US IG Credit,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A separate table entry — ""USD IG — View: neutral/positive bias"" — a distinct geographic IG sleeve."
HSBC,Asia IG Credit,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"A separate table entry — ""Asia IG — View: neutral/positive bias"" — a distinct geographic IG sleeve."
HSBC,Japan Equities,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"""Equities — Japan — View: neutral/positive bias"" is a distinct market from Asia ex-Japan, which by definition excludes it."
HSBC,Asia ex-Japan Equities,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"""Asia ex-Japan equities — View: positive bias"" is a separate regional exposure that explicitly excludes Japan."
HSBC,EM Debt - General,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"The broad EM-debt income thesis — ""higher nominal yields are creating income potential across rates, credit, and emerging market debt"" — an umbrella narrative, not the currency-specific sleeves."
HSBC,EM Debt - Local Currency,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"A separate table entry — ""EM (local currency) — View: positive bias"" — a distinct currency sleeve."
HSBC,EM Debt - Hard Currency,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.6000,distinct,kept,false,"A separate table entry — ""EM hard currency — View: positive bias"" — a distinct currency sleeve from local currency."
HSBC,Emerging Markets Equities,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"""Emerging markets (EM) — View: positive bias"" is a separate table entry from the frontier line."
HSBC,Frontier Markets Equities,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"""Frontier — View: positive bias"" is its own table entry covering a distinct market segment from broad EM."
HSBC,Japan Govt Bonds,,U,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a country-specific negative call, 'Government bonds — Japan — View: negative bias', separate from the India line."
HSBC,India Govt Bonds,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is the opposite country-specific positive call, 'Government bonds — India — View: positive bias', a different exposure from Japan."
HSBC,Infrastructure,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is the equity broadening theme where 'spillovers from the AI buildout spread into adjacent areas such as infrastructure, utilities, materials, and industrials', a different exposure from the credit line."
HSBC,Infrastructure Theme,,O,2026 Mid-year Investment Outlook,16/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a credit-side call, 'For credit investors, that reinforces the structural importance of regulated networks, grid infrastructure', a separate exposure from the equity broadening theme."
HSBC Private,AI,AI,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,short_label_containment,0.2000,same_claim,winner,true,Both rows express the single high-conviction AI stance — 'Booming AI Ecosystem' and 'We believe the AI super cycle has only just begun' — with the tech/semiconductor row just naming the AI supply chain.
HSBC Private,IT/Tech/Telecomms (inc. AI),AI,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,short_label_containment,0.2000,same_claim,merged,true,Both rows express the single high-conviction AI stance — 'Booming AI Ecosystem' and 'We believe the AI super cycle has only just begun' — with the tech/semiconductor row just naming the AI supply chain.
HSBC Private,EM Debt - General,,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is the broad EM credit preference, 'a preference for Investment Grade (IG) and select Emerging Markets (EM) debt to capture attractive carry', distinct from the local-currency-specific overweight."
HSBC Private,EM Debt - Local Currency,,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a specific local-currency segment call, 'a modest overweight in EM local currency debt', a different exposure from the general EM credit preference."
HSBC Private,Infrastructure Theme,Infrastructure Theme,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Both rows state one positive infrastructure stance driven by the AI/energy-security theme — 'attractive long-term opportunities in areas like nuclear energy, battery storage and energy infrastructure' and 'favouring regions and sectors linked to technology, infrastructure... and energy security'."
HSBC Private,Infrastructure,Infrastructure Theme,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.5000,same_claim,merged,true,"Both rows state one positive infrastructure stance driven by the AI/energy-security theme — 'attractive long-term opportunities in areas like nuclear energy, battery storage and energy infrastructure' and 'favouring regions and sectors linked to technology, infrastructure... and energy security'."
HSBC Private,RE - Logistics,,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is the broad global logistics call, 'logistics as new supply moderates and vacancy peaks', separate from the country-specific logistics lines."
HSBC Private,RE - AsiaPac Logistics,,N,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a balanced regional APAC logistics view, 'Australia and Singapore fundamentals remain tight while China and Japan wrestle with oversupply', distinct from the single-country calls."
HSBC Private,RE - China Logistics,,U,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a China-specific underweight from 'China and Japan wrestle with oversupply', a different country than the Japan logistics line."
HSBC Private,RE - Japan Logistics,,U,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a Japan-specific underweight from 'China and Japan wrestle with oversupply', a different country than the China logistics line."
HSBC Private,RE - AsiaPac Residential,,N,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a balanced regional APAC residential view across 'strong (Japan and Singapore), nascent (Australia), and weak (mainland China) markets', distinct from the single-country residential calls."
HSBC Private,RE - China,,U,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a China residential underweight, 'weak (mainland China) markets', a different country and segment from the others."
HSBC Private,RE - Europe Residential,,N,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a Europe residential neutral, 'tighter fundamentals but regulations... are capping growth', a different region from the other residential calls."
HSBC Private,RE - UK Residential,,U,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a UK-specific residential caution driven by 'the UK's new Renters' Rights Act', a different country than the Europe residential line."
HSBC Private,RE - US Logistics,,U,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a US logistics call, 'The US vacancy rate... should decline as the volume of new supply falls', a different country from the Europe logistics line."
HSBC Private,RE - Europe Logistics,,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a Europe logistics overweight, 'Europe may outperform, given a lower starting vacancy rate', a different region than the US logistics line."
HSBC Private,RE - Residential,,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is the broad global residential call, 'Residential should remain resilient, underpinned by structural undersupply', separate from the country-specific residential lines."
HSBC Private,RE - US Residential,,N,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a US residential neutral, 'The US is still digesting new supply... US coastal multifamily should outperform the Sunbelt', a different country than the Japan residential line."
HSBC Private,RE - Japan Residential,,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is a Japan residential overweight, 'Japan and Australia offer strong multifamily fundamentals', a different country than the US residential line."
HSBC Private,RE - Offices (Prime),,O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,distinct,kept,false,"This is the offices call, 'prime offices in global gateway cities (boosted by financial services and AI)', a different property type from the retail lines."
HSBC Private,RE - Retail,RE - Retail (Prime),O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,same_claim,winner,true,Both rows make the one positive prime-retail call — 'retail with structurally low vacancy (especially grocery-anchored and prime high streets)' and 'Prime high streets and market-leading regional malls should continue to benefit'.
HSBC Private,RE - Retail (Prime),RE - Retail (Prime),O,2026 Investment Outlook Where Capital Meets the Future,21/05/2026,near_leaf,structural,0.6667,same_claim,merged,true,Both rows make the one positive prime-retail call — 'retail with structurally low vacancy (especially grocery-anchored and prime high streets)' and 'Prime high streets and market-leading regional malls should continue to benefit'.
